,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,Clicked,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,0.0,0.0019747235387045812,0.00039541320680110717,0.3382352941176471,0.06372723538271943,0.011874567673507034,0.019057702488088937,0.7959183673469387,0.04145408163265306,0.0,0.019230769230769232,0.0,0.20118343195266272,0,87552397,38d50e09,15e1524a,f438658e,25c83c98,7e0ccccf,d4ab9344,062b5529,a73ee510,7a339f80,2bcfb78f,b94e4985,e6fc496d,07d13a8f,e2275836,8fb26375,3486227d,fffe2a63,21ddcdc9,b1252a9d,c7cf9eeb,ad3062eb,32c7478e,df487a73,001f3601,c27f155b
1,0.12162162162162161,0.07187993680884676,0.02036378015025702,0.3235294117647059,0.00041079008626591814,0.0018445930366612867,0.29698253043938594,0.44897959183673464,0.23171768707482993,0.2,0.38461538461538464,0.022988505747126436,0.09467455621301775,1,05db9164,942f9a8d,c2aca34e,ae78390d,25c83c98,7e0ccccf,3f4ec687,0b153874,a73ee510,0e9ead52,c4adf918,879e5b23,85dbe138,07d13a8f,a8e962af,353891ce,8efede7f,1f868fdd,21ddcdc9,a458ea53,08ea7c6c,ad3062eb,32c7478e,e7bc1058,001f3601,6b208992
2,0.036036036036036036,0.0,0.00039541320680110717,0.0,0.00038340408051485694,0.00011528706479133042,0.008470089994706194,0.0,0.0,0.2,0.038461538461538464,0.0,0.0,1,05db9164,960c983b,0b25620f,f1dcd075,25c83c98,7e0ccccf,74f473d3,0b153874,a73ee510,73218f57,2872a4bd,187bf3d4,f8320f48,07d13a8f,aa25ba63,28a1b8d2,07c540c4,b4abdd09,21ddcdc9,5840adea,838c10e4,8ec974f4,32c7478e,00161819,e8b83407,46362c08
3,0.0,0.006714060031595576,0.06544088572558324,0.4852941176470588,0.13454744625496373,0.04069633387133964,0.008470089994706194,0.7142857142857142,0.06781462585034014,0.0,0.057692307692307696,0.0,0.1952662721893491,0,09ca0b81,4f25e98b,6e05d9e8,0024648b,25c83c98,fbad5c96,07d03e2a,985e3fcb,a73ee510,49d1ad89,bc8c9f21,75e03536,46f42a63,1adce6ef,17d9b759,0b4a34ff,27c07bd6,7ef5affa,841389cd,b1252a9d,3c9bc7aa,ad3062eb,32c7478e,6cd54d26,9d93af03,ea530b05
4,0.14414414414414414,0.0035545023696682467,0.00276789244760775,0.044117647058823525,0.007750239627550322,0.0008070094535393129,0.03493912122816305,0.08163265306122448,0.015306122448979591,0.2,0.07692307692307693,0.011494252873563218,0.01775147928994083,1,8cf07265,8947f767,532678ff,ed377afa,25c83c98,7e0ccccf,670e4ae1,37e4aa92,a73ee510,3b08e48b,422750b7,18271e08,e325e0dd,b28479f6,a473257f,3f3a1226,3486227d,bd17c3da,4632bcdc,b1252a9d,420fc6a5,c9d4222a,3a171ecb,f2af76c3,010f6491,96c9cf5b
5,0.0,0.002369668246445498,0.004151838671411626,0.4264705882352941,0.011337806380939341,0.017408346783490892,0.015352038115404977,0.9591836734693877,0.07079081632653061,0.0,0.06730769230769232,0.011494252873563218,0.5207100591715976,1,be589b51,58e67aaf,814a9e19,650cc93b,25c83c98,7e0ccccf,1faa5ca1,5b392875,a73ee510,aed3d80e,1aa6cf31,33b83378,3b03d76e,051219e6,d83fb924,db2d4359,3486227d,c21c3e4c,1d04f4a4,a458ea53,1a0fc4bc,78e2e389,32c7478e,3fdb382b,9b3e8820,49d68486
6,0.04054054054054054,0.0019747235387045812,0.005338078291814947,0.08823529411764705,0.00021908804600848968,0.0009222965183306433,0.004235044997353097,0.14285714285714285,0.0012755102040816326,0.4,0.019230769230769232,0.0,0.03550295857988166,0,68fd1e64,9c6bc64b,2225f522,35b598a9,25c83c98,7e0ccccf,50b436c9,0b153874,a73ee510,ae30c15e,a0a5e9d7,d4f6d6f7,ee79db7b,1adce6ef,fc755f4d,0f33b689,e5ba7672,b4562df2,21ddcdc9,b1252a9d,e8f631e4,ad3062eb,423fab69,73496e83,e8b83407,0243fa9a
7,0.05405405405405406,0.4312796208530806,0.001383946223803875,0.07352941176470588,0.005422429138710119,0.001383444777495965,0.09740603493912124,0.9795918367346939,0.07908163265306122,0.2,0.20192307692307693,0.011494252873563218,0.03550295857988166,0,05db9164,c5fe64d9,d1b829bc,05213780,25c83c98,fbad5c96,ce4f7f55,1f89b562,a73ee510,f027dfc0,38f692a7,60eafd9f,6e5da64f,b28479f6,543c0413,a8e413d6,8efede7f,c235abed,733bf73d,b1252a9d,1486f657,c0061c6d,32c7478e,674aa175,e8b83407,657efe91
8,0.018018018018018018,0.028830963665086886,0.004744958481613286,0.10294117647058823,0.0036149527591400796,0.0028821766197832605,0.10587612493382743,0.5306122448979591,0.026785714285714284,0.0,0.2692307692307693,0.0,0.04142011834319526,1,68fd1e64,89ddfee8,d8ad96cf,8c192344,25c83c98,fbad5c96,3625ff87,5b392875,a73ee510,66093030,755e4a50,69f3d169,5978055e,b28479f6,25753fb1,cf9c39e3,e5ba7672,5bb2ec8e,21ddcdc9,b1252a9d,01a68058,ad3062eb,32c7478e,3fdb382b,f0f449dd,49d68486
9,0.03153153153153153,0.0007898894154818325,0.007117437722419929,0.5735294117647058,2.738600575106121e-05,0.00011528706479133042,0.02223398623610376,0.9999999999999999,0.09608843537414966,0.4,0.11538461538461539,0.011494252873563218,0.005917159763313609,1,ae82ea21,80e26c9b,ba1947d0,85dd697c,25c83c98,7e0ccccf,b2b7e021,0b153874,a73ee510,317baeff,2f917555,34a238e0,ebf437b6,1adce6ef,0f942372,da441c7e,3486227d,005c6740,21ddcdc9,5840adea,8717ea07,ad3062eb,bcdee96c,1793a828,e8b83407,b9809574
10,0.0,0.00631911532385466,0.004151838671411626,0.29411764705882354,0.037847459947966594,0.00564906617477519,0.0005293806246691371,0.7755102040816326,0.05250850340136054,0.0,0.019230769230769232,0.0,0.14201183431952663,0,05db9164,8947f767,d64b48a8,36099a18,4cf72387,7e0ccccf,3d87430d,0b153874,a73ee510,4ed88d64,60b755e3,56527400,e86c4329,b28479f6,a473257f,acd5827b,07c540c4,bd17c3da,21ddcdc9,b1252a9d,16557877,c9d4222a,32c7478e,7a8852b0,cb079c2d,df09826b
11,0.018018018018018018,0.0007898894154818325,0.0005931198102016608,0.058823529411764705,0.0023004244830891417,0.0011528706479133042,0.0328215987294865,0.24489795918367346,0.1560374149659864,0.2,0.07692307692307693,0.0,0.05917159763313609,1,5a9ed9b0,f7ab4058,7ada9108,09899f90,25c83c98,fbad5c96,ce3ca1b0,0b153874,a73ee510,9bb0276d,03eac08a,ced33412,e99759ed,07d13a8f,521b9165,3259f069,e5ba7672,e5213cd5,21ddcdc9,5840adea,2e32852e,ad3062eb,423fab69,d6c12dc2,001f3601,f231aa7f
12,0.009009009009009009,0.031200631911532384,0.0015816528272044287,0.07352941176470588,0.026810899630288924,0.0033433248789485823,0.0015881418740074115,0.7755102040816326,0.012542517006802721,0.2,0.028846153846153848,0.0,0.029585798816568046,0,5a9ed9b0,1cfdf714,24eb393e,328f9af8,43b19349,7e0ccccf,e04ecacc,0b153874,a73ee510,3b08e48b,cb66eacf,ec410c33,db8113cc,b28479f6,d355626a,eb8642f0,e5ba7672,6a74e011,4764bf77,a458ea53,0295eb24,ad3062eb,3a171ecb,7939255b,cb079c2d,bc33111f
13,0.02702702702702703,0.0007898894154818325,0.0011862396204033216,0.10294117647058823,0.03639600164316035,0.0017293059718699562,0.006881948120698783,0.7755102040816326,0.03316326530612245,0.0,0.019230769230769232,0.0,0.04142011834319526,0,be589b51,80e26c9b,f00a9cf4,1c5a7983,4cf72387,fe6b92e5,89391314,0b153874,a73ee510,9372d502,608452cc,79cbc7f7,cbb8fa8b,b28479f6,4c1df281,fd1bdc62,8efede7f,f54016b9,21ddcdc9,b1252a9d,5ef8c5ab,c9d4222a,32c7478e,7357b104,e8b83407,903e4adc
14,0.0,0.001184834123222749,0.006919731119019375,0.058823529411764705,0.12238805970149254,0.060640996080239803,0.002646903123345686,0.3877551020408163,0.1133078231292517,0.0,0.019230769230769232,0.0,0.4556213017751479,0,68fd1e64,942f9a8d,d3747acc,b5d25119,25c83c98,7e0ccccf,49b74ebc,6c41e35e,a73ee510,7f79890b,c4adf918,da330ce8,85dbe138,1adce6ef,ae97ecc3,bb028f20,e5ba7672,1f868fdd,1bef281f,a458ea53,bd5e80e7,ad3062eb,32c7478e,f27ea6a3,9d93af03,efc0017b
15,0.05855855855855856,0.005529225908372828,0.0017793594306049823,0.044117647058823525,0.0022730384773380803,0.0011528706479133042,0.06352567496029646,0.2857142857142857,0.39859693877551017,0.2,0.20192307692307693,0.0,0.04142011834319526,0,5bfa8ab5,2f659110,d0541dad,51cab503,25c83c98,7e0ccccf,0de33c8a,0b153874,a73ee510,399a051b,e16bba2e,ba1e75b2,b17372a1,b28479f6,daf40beb,b17e3c77,3486227d,c84cfab2,21ddcdc9,b1252a9d,6f22fce2,c9d4222a,c7dc6720,e3beb64b,f55c04b6,819513af
16,0.03153153153153153,0.0007898894154818325,0.0025701858442071968,0.08823529411764705,2.738600575106121e-05,0.0,0.16622551614610906,0.16326530612244897,0.13435374149659862,0.2,0.19230769230769232,0.0,0.0,1,87552397,58e67aaf,dd72e8c6,d05c497e,25c83c98,7e0ccccf,8ce2a590,0b153874,a73ee510,c03541ea,f89fe102,985464e6,83e6ca2e,07d13a8f,10935a85,34744eac,3486227d,c21c3e4c,edb3d180,a458ea53,541a022d,ad3062eb,423fab69,3fdb382b,9b3e8820,25bf05c2
17,0.0045045045045045045,0.001184834123222749,0.00019770660340055358,0.014705882352941176,0.020840750376557582,0.010375835831219737,0.0005293806246691371,0.061224489795918366,0.012329931972789115,0.2,0.019230769230769232,0.0,0.005917159763313609,0,68fd1e64,404660bb,a52b15fc,b1a92662,25c83c98,7e0ccccf,407438c8,1f89b562,a73ee510,4f8b9aa5,755e4a50,6df9da3b,5978055e,1adce6ef,6ddbba94,68111a61,8efede7f,4b17f8a2,21ddcdc9,5840adea,c9b249f1,c9d4222a,423fab69,914b000f,f0f449dd,984e0db0
18,0.13963963963963963,0.001184834123222749,0.003756425464610518,0.25,0.0014514583048062441,0.001959880101452617,0.10164107993647434,0.3469387755102041,0.04379251700680272,0.2,0.07692307692307693,0.0,0.10059171597633136,0,8cf07265,1cfdf714,737c1470,3bee5b97,4cf72387,fbad5c96,bde86fea,5b392875,a73ee510,f9065d00,dd542e6d,8a4d8e46,779f824b,b28479f6,d345b1a0,e5bd6255,8efede7f,e88ffc9d,55dd3565,a458ea53,f68b38fe,ad3062eb,bcdee96c,3fdb382b,cb079c2d,39bf9f5b
19,0.0,0.0007898894154818325,0.0017793594306049823,0.07352941176470588,0.04099685060933863,0.0034586119437399125,0.004235044997353097,0.6122448979591836,0.015093537414965986,0.0,0.019230769230769232,0.0,0.029585798816568046,1,05db9164,09e68b86,528b0e55,7343e149,25c83c98,fe6b92e5,d2fe14b0,0b153874,a73ee510,1e44d485,758732d3,6362fcca,6c2acc46,07d13a8f,36721ddc,a39a6cf5,e5ba7672,5aed7436,4a237258,b1252a9d,3d12ccdf,78e2e389,32c7478e,3fdb382b,e8b83407,49d68486
20,0.009009009009009009,0.0007898894154818325,0.01878212732305259,0.6764705882352942,0.006682185403258935,0.006801936822688494,0.04287983059820011,0.9183673469387754,0.14668367346938774,0.2,0.08653846153846154,0.011494252873563218,0.27218934911242604,0,5a9ed9b0,80e26c9b,ba1947d0,85dd697c,25c83c98,fbad5c96,26a81064,0b153874,a73ee510,45a2d21a,9e511730,34a238e0,04e4a7e0,b28479f6,a785131a,da441c7e,27c07bd6,005c6740,21ddcdc9,5840adea,8717ea07,c9d4222a,3a171ecb,1793a828,e8b83407,9904c656
21,0.0,0.1263823064770932,0.0005931198102016608,0.1764705882352941,0.0610707928248665,0.0040350472676965645,0.010058231868713605,0.42857142857142855,0.00744047619047619,0.0,0.009615384615384616,0.0,0.07100591715976332,0,68fd1e64,6e638bbc,1281dfcd,7ac086b6,25c83c98,fe6b92e5,b0e3882e,0b153874,a73ee510,55dbb85b,f37be5c0,6636afdf,a59ea816,b28479f6,e63b30de,847838c2,e5ba7672,3cb7e3f0,21ddcdc9,5840adea,da0cfaaa,ad3062eb,423fab69,e7a4f652,445bbe3b,fa0470cc
22,0.0045045045045045045,0.038309636650868874,0.0025701858442071968,0.3382352941176471,2.738600575106121e-05,0.0,0.013763896241397566,0.12244897959183673,0.1254251700680272,0.2,0.057692307692307696,0.011494252873563218,0.0,0,05db9164,942f9a8d,cc2e3ad6,271d34c2,25c83c98,7e0ccccf,3f4ec687,062b5529,a73ee510,0e9ead52,c4adf918,e70c8489,85dbe138,b28479f6,ac182643,1ceaac3e,8efede7f,1f868fdd,55dd3565,b1252a9d,0a0ba27c,ad3062eb,bcdee96c,3918e268,9d93af03,590e368e
23,0.0,0.0007898894154818325,0.0029655990510083037,0.22058823529411764,0.1693550595645625,0.006110214433940512,0.0005293806246691371,0.3877551020408163,0.00701530612244898,0.0,0.009615384615384616,0.0,0.09467455621301775,0,ff004ae3,80e26c9b,ab3f3d2c,85dd697c,4cf72387,7e0ccccf,7083ddcc,0b153874,a73ee510,d78294fb,208d9dd6,7f93d18c,59dd51b4,b28479f6,a785131a,da441c7e,3486227d,005c6740,21ddcdc9,5840adea,7e234d39,ad3062eb,bcdee96c,1793a828,e8b83407,b9809574
24,0.0045045045045045045,0.0007898894154818325,0.02155001977066034,0.058823529411764705,0.0002738600575106121,0.0,0.01641079936474325,0.5306122448979591,0.11947278911564625,0.2,0.11538461538461539,0.0,0.0,0,05db9164,80e26c9b,e346a5fd,85dd697c,25c83c98,fbad5c96,640081c6,37e4aa92,a73ee510,077f4295,05c4eeb4,539c5644,3e7d76a0,1adce6ef,0f942372,aafa191e,e5ba7672,005c6740,21ddcdc9,5840adea,7e5b7cc4,c9d4222a,3a171ecb,1793a828,e8b83407,b9809574
